list,trials,item,conditions,D,C,F,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,noun,sharpness
4,4,5,ercf,NA,R-DE,NR-DE,3,10,10,2,2,1,grey,black,black,black,black,black,quadrat,quadrat,quadrat,quadrat,quadrat,star,Aufkleber,blurred
5,5,5,erdc,R-B,NR-DE,NA,10,3,4,6,2,1,grey,grey,grey,grey,grey,black,diamond,heart,circle,star,diamond,diamond,Aufkleber,blurred
6,6,5,erdf,R-B,NA,NR-DE,10,3,4,6,2,1,grey,green,green,blue,green,blue,quadrat,quadrat,quadrat,quadrat,quadrat,star,Aufkleber,blurred
4,7,5,zrcf,NA,NR-DE,R-DE,9,1,2,9,9,1,grey,grey,grey,grey,grey,black,quadrat,star,star,star,star,star,Aufkleber,blurred
5,8,5,zrdc,NR-B,R-DE,NA,9,10,10,9,10,5,grey,black,black,black,black,black,star,quadrat,star,triangle,heart,diamond,Aufkleber,blurred
6,9,5,zrdf,NR-B,NA,R-DE,9,10,10,9,10,5,black,green,black,grey,orange,orange,quadrat,star,star,star,star,star,Aufkleber,blurred
5,1,14,brcf,NA,BR-ED,BR-DE,1,3,2,3,3,10,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,Aufkleber,blurred
6,2,14,brdc,BR-A,BR-ED,NA,9,9,6,3,10,6,black,grey,black,black,grey,grey,triangle,star,quadrat,triangle,diamond,quadrat,Aufkleber,blurred
4,3,14,brdf,BR-A,NA,BR-DE,9,9,6,3,10,6,black,grey,blue,orange,orange,black,quadrat,star,quadrat,quadrat,star,star,Aufkleber,blurred
5,4,14,ercf,NA,R-ED,NR-DE,9,10,3,9,2,1,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,Aufkleber,blurred
6,5,14,erdc,R-A,NR-ED,NA,10,6,2,4,4,2,black,black,black,black,black,grey,triangle,heart,circle,triangle,quadrat,star,Aufkleber,blurred
4,6,14,erdf,R-A,NA,NR-DE,10,6,2,4,4,2,blue,brown,black,green,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,Aufkleber,blurred
5,7,14,zrcf,NA,NR-ED,R-DE,2,1,1,9,3,9,black,black,black,black,black,grey,quadrat,star,star,star,star,star,Aufkleber,blurred
6,8,14,zrdc,NR-A,R-ED,NA,9,9,10,10,10,6,black,grey,grey,grey,grey,grey,circle,quadrat,heart,circle,quadrat,heart,Aufkleber,blurred
4,9,14,zrdf,NR-A,NA,R-DE,9,9,10,10,10,6,green,orange,orange,blue,brown,brown,quadrat,star,star,star,star,star,Aufkleber,blurred
6,1,23,brcf,NA,BR-DE,BR-ED,1,3,10,2,2,10,grey,grey,black,black,grey,black,star,quadrat,star,star,quadrat,quadrat,Aufkleber,blurred
4,2,23,brdc,BR-B,BR-DE,NA,9,10,5,2,9,4,grey,black,grey,grey,black,black,star,diamond,quadrat,circle,star,quadrat,Aufkleber,blurred
5,3,23,brdf,BR-B,NA,BR-ED,9,10,5,2,9,4,brown,green,grey,orange,grey,black,star,quadrat,star,star,quadrat,quadrat,Aufkleber,blurred
6,4,23,ercf,NA,R-DE,NR-ED,1,3,1,9,2,10,grey,black,black,black,black,black,star,star,star,star,star,quadrat,Aufkleber,blurred
4,5,23,erdc,R-B,NR-ED,NA,9,2,2,6,5,2,black,black,black,black,black,grey,triangle,circle,circle,quadrat,quadrat,quadrat,Aufkleber,blurred
5,6,23,erdf,R-B,NA,NR-ED,9,2,2,6,5,2,brown,blue,grey,grey,grey,black,star,star,star,star,star,quadrat,Aufkleber,blurred
6,7,23,zrcf,NA,NR-ED,R-ED,2,9,3,9,10,2,black,black,black,black,black,grey,star,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
4,8,23,zrdc,NR-B,R-DE,NA,9,9,9,9,9,5,grey,black,black,black,black,black,circle,diamond,quadrat,quadrat,triangle,diamond,Aufkleber,blurred
5,9,23,zrdf,NR-B,NA,R-ED,9,9,9,9,9,5,blue,green,green,green,blue,brown,star,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
5,1,6,brcf,NA,BR-FA,BR-FA,10,10,2,3,9,9,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,Aufkleber,blurred
6,2,6,brdc,BR-A,BR-FA,NA,10,9,1,6,9,4,green,blue,green,green,blue,blue,quadrat,triangle,quadrat,star,quadrat,circle,Aufkleber,blurred
4,3,6,brdf,BR-A,NA,BR-FA,10,9,1,6,9,4,grey,green,brown,brown,grey,brown,heart,triangle,heart,heart,triangle,triangle,Aufkleber,blurred
5,4,6,ercf,NA,R-FA,NR-FA,1,10,1,3,9,10,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,Aufkleber,blurred
6,5,6,erdc,R-A,NR-FA,NA,10,1,1,4,1,3,green,green,green,green,green,blue,heart,star,quadrat,heart,diamond,circle,Aufkleber,blurred
4,6,6,erdf,R-A,NA,NR-FA,10,1,1,4,1,3,black,grey,orange,black,orange,green,heart,heart,heart,heart,heart,triangle,Aufkleber,blurred
5,7,6,zrcf,NA,NR-FA,R-FA,3,3,10,2,3,3,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
6,8,6,zrdc,NR-A,R-FA,NA,9,9,9,9,10,1,green,blue,blue,blue,blue,blue,triangle,heart,quadrat,triangle,diamond,quadrat,Aufkleber,blurred
4,9,6,zrdf,NR-A,NA,R-FA,9,9,9,9,10,1,orange,orange,grey,grey,black,blue,heart,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
6,1,15,brcf,NA,BR-AF,BR-FA,9,3,2,3,10,3,blue,blue,green,green,blue,green,heart,triangle,heart,heart,triangle,triangle,Aufkleber,blurred
4,2,15,brdc,BR-B,BR-AF,NA,10,9,1,4,10,1,blue,green,blue,blue,green,green,triangle,star,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
5,3,15,brdf,BR-B,NA,BR-FA,10,9,1,4,10,1,orange,orange,black,green,green,black,heart,triangle,heart,heart,triangle,triangle,Aufkleber,blurred
6,4,15,ercf,NA,R-AF,NR-FA,2,10,1,2,10,10,blue,green,green,green,green,green,heart,heart,heart,heart,heart,triangle,Aufkleber,blurred
4,5,15,erdc,R-B,NR-AF,NA,10,5,2,1,6,2,blue,blue,blue,blue,blue,green,star,triangle,star,quadrat,star,triangle,Aufkleber,blurred
5,6,15,erdf,R-B,NA,NR-FA,10,5,2,1,6,2,grey,green,green,orange,green,blue,heart,heart,heart,heart,heart,triangle,Aufkleber,blurred
6,7,15,zrcf,NA,NR-AF,R-FA,10,1,10,2,3,9,blue,blue,blue,blue,blue,green,heart,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
4,8,15,zrdc,NR-B,R-AF,NA,10,9,10,9,10,2,blue,green,green,green,green,green,star,quadrat,heart,triangle,heart,heart,Aufkleber,blurred
5,9,15,zrdf,NR-B,NA,R-FA,10,9,10,9,10,2,blue,brown,orange,green,green,green,heart,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
4,1,24,brcf,NA,BR-FA,BR-AF,1,1,2,1,9,2,green,green,blue,blue,green,blue,triangle,heart,triangle,triangle,heart,heart,Aufkleber,blurred
5,2,24,brdc,BR-A,BR-FA,NA,10,10,3,4,9,2,green,blue,green,green,blue,blue,diamond,triangle,triangle,quadrat,quadrat,star,Aufkleber,blurred
6,3,24,brdf,BR-A,NA,BR-AF,10,10,3,4,9,2,blue,brown,orange,green,brown,blue,triangle,heart,triangle,triangle,heart,heart,Aufkleber,blurred
4,4,24,ercf,NA,R-FA,NR-AF,1,9,3,2,9,9,green,blue,blue,blue,blue,blue,triangle,triangle,triangle,triangle,triangle,heart,Aufkleber,blurred
5,5,24,erdc,R-A,NR-AF,NA,10,1,1,5,5,4,blue,blue,blue,blue,blue,green,circle,diamond,circle,triangle,circle,quadrat,Aufkleber,blurred
6,6,24,erdf,R-A,NA,NR-AF,10,1,1,5,5,4,orange,blue,blue,blue,green,orange,triangle,triangle,triangle,triangle,triangle,heart,Aufkleber,blurred
4,7,24,zrcf,NA,NR-AF,R-AF,10,2,10,1,1,9,blue,blue,blue,blue,blue,green,triangle,heart,heart,heart,heart,heart,Aufkleber,blurred
5,8,24,zrdc,NR-A,R-FA,NA,10,10,9,9,10,6,green,blue,blue,blue,blue,blue,quadrat,circle,circle,star,quadrat,quadrat,Aufkleber,blurred
6,9,24,zrdf,NR-A,NA,R-AF,10,10,9,9,10,6,orange,orange,orange,blue,green,blue,triangle,heart,heart,heart,heart,heart,Aufkleber,blurred
6,1,7,brcf,NA,BR-AD,BR-AD,10,2,2,9,9,2,blue,blue,grey,grey,blue,grey,triangle,quadrat,triangle,triangle,quadrat,quadrat,Aufkleber,blurred
4,2,7,brdc,BR-A,BR-AD,NA,10,10,3,5,10,4,blue,grey,blue,blue,grey,grey,heart,quadrat,diamond,circle,quadrat,heart,Aufkleber,blurred
5,3,7,brdf,BR-A,NA,BR-AD,10,10,3,5,10,4,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,Aufkleber,blurred
6,4,7,ercf,NA,R-AD,NR-AD,9,9,3,1,1,2,blue,grey,grey,grey,grey,grey,triangle,triangle,triangle,triangle,triangle,quadrat,Aufkleber,blurred
4,5,7,erdc,R-A,NR-AD,NA,9,4,2,2,4,2,blue,blue,blue,blue,blue,grey,diamond,circle,diamond,diamond,circle,quadrat,Aufkleber,blurred
5,6,7,erdf,R-A,NA,NR-AD,9,4,2,2,4,2,black,grey,black,black,blue,grey,triangle,triangle,triangle,triangle,triangle,quadrat,Aufkleber,blurred
6,7,7,zrcf,NA,NR-AD,R-AD,2,1,10,3,9,2,blue,blue,blue,blue,blue,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
4,8,7,zrdc,NR-A,R-AD,NA,9,10,9,10,9,3,blue,grey,grey,grey,grey,grey,triangle,diamond,heart,quadrat,quadrat,triangle,Aufkleber,blurred
5,9,7,zrdf,NR-A,NA,R-AD,9,10,9,10,9,3,blue,black,orange,orange,green,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
4,1,16,brcf,NA,BR-DA,BR-AD,2,9,3,10,2,10,grey,grey,blue,blue,grey,blue,triangle,quadrat,triangle,triangle,quadrat,quadrat,Aufkleber,blurred
5,2,16,brdc,BR-B,BR-DA,NA,10,9,2,3,9,5,grey,blue,grey,grey,blue,blue,quadrat,heart,quadrat,star,heart,quadrat,Aufkleber,blurred
6,3,16,brdf,BR-B,NA,BR-AD,10,9,2,3,9,5,green,grey,orange,grey,brown,black,triangle,quadrat,triangle,triangle,quadrat,quadrat,Aufkleber,blurred
4,4,16,ercf,NA,R-DA,NR-AD,10,1,3,10,3,1,grey,blue,blue,blue,blue,blue,triangle,triangle,triangle,triangle,triangle,quadrat,Aufkleber,blurred
5,5,16,erdc,R-B,NR-DA,NA,10,3,3,5,4,2,grey,grey,grey,grey,grey,blue,triangle,heart,circle,diamond,heart,quadrat,Aufkleber,blurred
6,6,16,erdf,R-B,NA,NR-AD,10,3,3,5,4,2,black,blue,brown,brown,orange,green,triangle,triangle,triangle,triangle,triangle,quadrat,Aufkleber,blurred
4,7,16,zrcf,NA,NR-DA,R-AD,10,3,9,3,9,3,grey,grey,grey,grey,grey,blue,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
5,8,16,zrdc,NR-B,R-DA,NA,9,10,10,10,10,4,grey,blue,blue,blue,blue,blue,triangle,quadrat,circle,heart,triangle,quadrat,Aufkleber,blurred
6,9,16,zrdf,NR-B,NA,R-AD,9,10,10,10,10,4,brown,green,grey,orange,grey,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
5,1,25,brcf,NA,BR-AD,BR-DA,2,10,2,1,9,10,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,Aufkleber,blurred
6,2,25,brdc,BR-A,BR-AD,NA,10,9,3,4,9,5,blue,grey,blue,blue,grey,grey,heart,star,heart,heart,heart,quadrat,Aufkleber,blurred
4,3,25,brdf,BR-A,NA,BR-DA,10,9,3,4,9,5,orange,green,black,blue,green,brown,quadrat,triangle,quadrat,quadrat,triangle,triangle,Aufkleber,blurred
5,4,25,ercf,NA,R-AD,NR-DA,2,1,10,3,2,3,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,Aufkleber,blurred
6,5,25,erdc,R-A,NR-DA,NA,9,6,2,2,5,6,grey,grey,grey,grey,grey,blue,quadrat,quadrat,quadrat,diamond,diamond,diamond,Aufkleber,blurred
4,6,25,erdf,R-A,NA,NR-DA,9,6,2,2,5,6,orange,brown,orange,green,orange,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,Aufkleber,blurred
5,7,25,zrcf,NA,NR-DA,R-DA,3,10,2,1,3,1,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
6,8,25,zrdc,NR-A,R-AD,NA,10,10,10,9,10,3,blue,grey,grey,grey,grey,grey,heart,diamond,diamond,star,star,quadrat,Aufkleber,blurred
4,9,25,zrdf,NR-A,NA,R-DA,10,10,10,9,10,3,grey,green,green,brown,orange,brown,quadrat,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
4,1,8,brcf,NA,BR-BE,BR-BE,9,2,9,10,2,10,orange,orange,black,black,orange,black,star,diamond,star,star,diamond,diamond,Aufkleber,blurred
5,2,8,brdc,BR-B,BR-BE,NA,10,9,3,5,10,5,orange,black,orange,orange,black,black,diamond,quadrat,quadrat,quadrat,circle,quadrat,Aufkleber,blurred
6,3,8,brdf,BR-B,NA,BR-BE,10,9,3,5,10,5,grey,blue,brown,blue,blue,black,star,diamond,star,star,diamond,diamond,Aufkleber,blurred
4,4,8,ercf,NA,R-BE,NR-BE,3,9,2,1,10,10,orange,black,black,black,black,black,star,star,star,star,star,diamond,Aufkleber,blurred
5,5,8,erdc,R-B,NR-BE,NA,10,2,5,3,2,3,orange,orange,orange,orange,orange,black,diamond,quadrat,star,heart,quadrat,diamond,Aufkleber,blurred
6,6,8,erdf,R-B,NA,NR-BE,10,2,5,3,2,3,green,brown,grey,black,black,brown,star,star,star,star,star,diamond,Aufkleber,blurred
4,7,8,zrcf,NA,NR-BE,R-BE,3,2,10,9,10,9,orange,orange,orange,orange,orange,black,star,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
5,8,8,zrdc,NR-B,R-BE,NA,10,10,10,10,9,3,orange,black,black,black,black,black,circle,triangle,triangle,quadrat,star,star,Aufkleber,blurred
6,9,8,zrdf,NR-B,NA,R-BE,10,10,10,10,9,3,brown,black,black,grey,grey,brown,star,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
5,1,17,brcf,NA,BR-EB,BR-BE,9,10,10,3,10,10,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,Aufkleber,blurred
6,2,17,brdc,BR-A,BR-EB,NA,10,10,1,6,10,5,black,orange,black,black,orange,orange,quadrat,circle,quadrat,circle,heart,triangle,Aufkleber,blurred
4,3,17,brdf,BR-A,NA,BR-BE,10,10,1,6,10,5,blue,blue,brown,black,orange,grey,star,diamond,star,star,diamond,diamond,Aufkleber,blurred
5,4,17,ercf,NA,R-EB,NR-BE,10,1,9,3,10,10,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,Aufkleber,blurred
6,5,17,erdc,R-A,NR-EB,NA,9,3,4,6,6,3,black,black,black,black,black,orange,diamond,diamond,quadrat,star,quadrat,star,Aufkleber,blurred
4,6,17,erdf,R-A,NA,NR-BE,9,3,4,6,6,3,green,blue,brown,blue,orange,grey,star,star,star,star,star,diamond,Aufkleber,blurred
5,7,17,zrcf,NA,NR-EB,R-BE,3,2,3,2,10,10,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
6,8,17,zrdc,NR-A,R-EB,NA,10,9,10,9,10,2,black,orange,orange,orange,orange,orange,diamond,circle,quadrat,diamond,circle,diamond,Aufkleber,blurred
4,9,17,zrdf,NR-A,NA,R-BE,10,9,10,9,10,2,brown,orange,blue,orange,blue,green,star,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
6,1,26,brcf,NA,BR-BE,BR-EB,2,1,10,10,2,9,orange,orange,black,black,orange,black,diamond,star,diamond,diamond,star,star,Aufkleber,blurred
4,2,26,brdc,BR-B,BR-BE,NA,9,9,3,2,10,6,orange,black,orange,orange,black,black,quadrat,heart,quadrat,heart,quadrat,quadrat,Aufkleber,blurred
5,3,26,brdf,BR-B,NA,BR-EB,9,9,3,2,10,6,green,orange,orange,grey,orange,black,diamond,star,diamond,diamond,star,star,Aufkleber,blurred
6,4,26,ercf,NA,R-BE,NR-EB,10,1,2,2,2,1,orange,black,black,black,black,black,diamond,diamond,diamond,diamond,diamond,star,Aufkleber,blurred
4,5,26,erdc,R-B,NR-EB,NA,10,4,4,5,4,1,black,black,black,black,black,orange,quadrat,quadrat,quadrat,heart,quadrat,heart,Aufkleber,blurred
5,6,26,erdf,R-B,NA,NR-EB,10,4,4,5,4,1,black,orange,black,brown,grey,grey,diamond,diamond,diamond,diamond,diamond,star,Aufkleber,blurred
6,7,26,zrcf,NA,NR-EB,R-EB,3,2,10,9,2,1,black,black,black,black,black,orange,diamond,star,star,star,star,star,Aufkleber,blurred
4,8,26,zrdc,NR-B,R-BE,NA,9,10,9,9,9,2,orange,black,black,black,black,black,heart,quadrat,diamond,quadrat,quadrat,triangle,Aufkleber,blurred
5,9,26,zrdf,NR-B,NA,R-EB,9,10,9,9,9,2,green,brown,brown,blue,orange,black,diamond,star,star,star,star,star,Aufkleber,blurred
5,1,9,brcf,NA,BR-CF,BR-CF,3,10,10,2,2,9,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,Aufkleber,blurred
6,2,9,brdc,BR-A,BR-CF,NA,9,9,2,2,9,5,brown,green,brown,brown,green,green,circle,quadrat,diamond,quadrat,diamond,quadrat,Aufkleber,blurred
4,3,9,brdf,BR-A,NA,BR-CF,9,9,2,2,9,5,black,green,blue,green,black,orange,circle,heart,circle,circle,heart,heart,Aufkleber,blurred
5,4,9,ercf,NA,R-CF,NR-CF,1,1,10,10,2,1,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,Aufkleber,blurred
6,5,9,erdc,R-A,NR-CF,NA,9,4,1,6,6,5,brown,brown,brown,brown,brown,green,star,heart,diamond,heart,quadrat,star,Aufkleber,blurred
4,6,9,erdf,R-A,NA,NR-CF,9,4,1,6,6,5,green,green,grey,black,grey,green,circle,circle,circle,circle,circle,heart,Aufkleber,blurred
5,7,9,zrcf,NA,NR-CF,R-CF,1,2,3,2,1,9,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,Aufkleber,blurred
6,8,9,zrdc,NR-A,R-CF,NA,10,10,9,10,9,1,brown,green,green,green,green,green,triangle,heart,star,quadrat,star,quadrat,Aufkleber,blurred
4,9,9,zrdf,NR-A,NA,R-CF,10,10,9,10,9,1,orange,black,brown,blue,green,grey,circle,heart,heart,heart,heart,heart,Aufkleber,blurred
6,1,18,brcf,NA,BR-FC,BR-CF,2,1,10,9,10,10,green,green,brown,brown,green,brown,circle,heart,circle,circle,heart,heart,Aufkleber,blurred
4,2,18,brdc,BR-B,BR-FC,NA,10,9,2,3,10,4,green,brown,green,green,brown,brown,quadrat,diamond,heart,diamond,star,diamond,Aufkleber,blurred
5,3,18,brdf,BR-B,NA,BR-CF,10,9,2,3,10,4,grey,black,blue,orange,brown,grey,circle,heart,circle,circle,heart,heart,Aufkleber,blurred
6,4,18,ercf,NA,R-FC,NR-CF,9,2,3,10,2,9,green,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,heart,Aufkleber,blurred
4,5,18,erdc,R-B,NR-FC,NA,9,1,6,1,2,3,green,green,green,green,green,brown,triangle,star,heart,circle,quadrat,quadrat,Aufkleber,blurred
5,6,18,erdf,R-B,NA,NR-CF,9,1,6,1,2,3,green,green,grey,grey,black,green,circle,circle,circle,circle,circle,heart,Aufkleber,blurred
6,7,18,zrcf,NA,NR-FC,R-CF,1,9,3,9,10,10,green,green,green,green,green,brown,circle,heart,heart,heart,heart,heart,Aufkleber,blurred
4,8,18,zrdc,NR-B,R-FC,NA,9,9,9,9,10,6,green,brown,brown,brown,brown,brown,diamond,quadrat,star,quadrat,quadrat,heart,Aufkleber,blurred
5,9,18,zrdf,NR-B,NA,R-CF,9,9,9,9,10,6,blue,grey,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,Aufkleber,blurred
4,1,27,brcf,NA,BR-CF,BR-FC,3,1,1,10,1,1,brown,brown,green,green,brown,green,heart,circle,heart,heart,circle,circle,Aufkleber,blurred
5,2,27,brdc,BR-A,BR-CF,NA,10,10,1,6,10,5,brown,green,brown,brown,green,green,diamond,quadrat,triangle,heart,diamond,quadrat,Aufkleber,blurred
6,3,27,brdf,BR-A,NA,BR-FC,10,10,1,6,10,5,blue,orange,grey,brown,brown,blue,heart,circle,heart,heart,circle,circle,Aufkleber,blurred
4,4,27,ercf,NA,R-CF,NR-FC,9,10,10,10,3,9,brown,green,green,green,green,green,heart,heart,heart,heart,heart,circle,Aufkleber,blurred
5,5,27,erdc,R-A,NR-FC,NA,9,2,5,5,2,1,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,Aufkleber,blurred
6,6,27,erdf,R-A,NA,NR-FC,9,2,5,5,2,1,orange,orange,green,brown,blue,blue,heart,heart,heart,heart,heart,circle,Aufkleber,blurred
4,7,27,zrcf,NA,NR-FC,R-FC,9,9,10,9,9,9,green,green,green,green,green,brown,heart,circle,circle,circle,circle,circle,Aufkleber,blurred
5,8,27,zrdc,NR-A,R-CF,NA,10,9,9,10,9,6,brown,green,green,green,green,green,diamond,star,circle,star,quadrat,heart,Aufkleber,blurred
6,9,27,zrdf,NR-A,NA,R-FC,10,9,9,10,9,6,black,blue,black,blue,brown,brown,heart,circle,circle,circle,circle,circle,Aufkleber,blurred
4,1,28,fbrcf,NA,BR-DF,BR-DF,1,10,2,2,1,10,grey,grey,green,green,grey,green,quadrat,heart,quadrat,quadrat,heart,heart,Aufkleber,blurred
4,2,28,fbrdc,BR-A,BR-DF,NA,9,10,2,1,10,3,grey,green,grey,grey,green,green,quadrat,triangle,star,heart,heart,triangle,Aufkleber,blurred
4,3,28,fbrdf,BR-A,NA,BR-DF,9,10,2,1,10,3,orange,black,green,blue,blue,blue,quadrat,heart,quadrat,quadrat,heart,heart,Aufkleber,blurred
4,4,28,fercf,NA,R-DF,NR-DF,2,2,2,10,10,10,grey,green,green,green,green,green,quadrat,quadrat,quadrat,quadrat,quadrat,heart,Aufkleber,blurred
4,5,28,ferdc,R-A,NR-DF,NA,9,2,1,1,4,6,grey,grey,grey,grey,grey,green,diamond,circle,quadrat,quadrat,diamond,quadrat,Aufkleber,blurred
4,6,28,ferdf,R-A,NA,NR-DF,9,2,1,1,4,6,green,black,orange,grey,orange,green,quadrat,quadrat,quadrat,quadrat,quadrat,heart,Aufkleber,blurred
4,7,28,fzrcf,NA,NR-DF,R-DF,10,1,10,9,2,10,grey,grey,grey,grey,grey,green,quadrat,heart,heart,heart,heart,heart,Aufkleber,blurred
4,8,28,fzrdc,NR-A,R-DF,NA,10,9,9,9,10,2,grey,green,green,green,green,green,quadrat,triangle,triangle,diamond,heart,quadrat,Aufkleber,blurred
4,9,28,fzrdf,NR-A,NA,R-DF,10,9,9,9,10,2,orange,green,brown,black,brown,black,quadrat,heart,heart,heart,heart,heart,Aufkleber,blurred
4,10,29,fbrcf,NA,BR-EA,BR-EA,10,1,10,1,3,3,black,black,blue,blue,black,blue,star,triangle,star,star,triangle,triangle,Aufkleber,blurred
4,11,29,fbrdc,BR-A,BR-EA,NA,10,9,5,5,9,1,black,blue,black,black,blue,blue,heart,diamond,heart,circle,quadrat,diamond,Aufkleber,blurred
4,12,29,fbrdf,BR-A,NA,BR-EA,10,9,5,5,9,1,grey,green,blue,orange,blue,blue,star,triangle,star,star,triangle,triangle,Aufkleber,blurred
4,13,29,fercf,NA,R-EA,NR-EA,10,2,2,1,1,2,black,blue,blue,blue,blue,blue,star,star,star,star,star,triangle,Aufkleber,blurred
4,14,29,ferdc,R-A,NR-EA,NA,10,6,3,5,5,6,black,black,black,black,black,blue,triangle,circle,quadrat,quadrat,quadrat,circle,Aufkleber,blurred
4,15,29,ferdf,R-A,NA,NR-EA,10,6,3,5,5,6,blue,blue,green,grey,orange,orange,star,star,star,star,star,triangle,Aufkleber,blurred
4,16,29,fzrcf,NA,NR-EA,R-EA,3,1,10,1,10,3,black,black,black,black,black,blue,star,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
4,17,29,fzrdc,NR-A,R-EA,NA,9,9,10,10,10,3,black,blue,blue,blue,blue,blue,star,diamond,diamond,quadrat,quadrat,quadrat,Aufkleber,blurred
4,18,29,fzrdf,NR-A,NA,R-EA,9,9,10,10,10,3,orange,grey,blue,orange,green,blue,star,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
4,19,30,fbrcf,NA,BR-FB,BR-FB,2,1,1,1,1,2,green,green,orange,orange,green,orange,heart,diamond,heart,heart,diamond,diamond,Aufkleber,blurred
4,20,30,fbrdc,BR-A,BR-FB,NA,9,10,3,5,10,2,green,orange,green,green,orange,orange,circle,quadrat,heart,triangle,circle,star,Aufkleber,blurred
4,21,30,fbrdf,BR-A,NA,BR-FB,9,10,3,5,10,2,orange,green,grey,green,grey,grey,heart,diamond,heart,heart,diamond,diamond,Aufkleber,blurred
4,22,30,fercf,NA,R-FB,NR-FB,1,1,1,10,3,1,green,orange,orange,orange,orange,orange,heart,heart,heart,heart,heart,diamond,Aufkleber,blurred
4,23,30,ferdc,R-A,NR-FB,NA,10,5,6,6,4,1,green,green,green,green,green,orange,triangle,heart,triangle,quadrat,diamond,triangle,Aufkleber,blurred
4,24,30,ferdf,R-A,NA,NR-FB,10,5,6,6,4,1,orange,blue,green,black,blue,orange,heart,heart,heart,heart,heart,diamond,Aufkleber,blurred
4,25,30,fzrcf,NA,NR-FB,R-FB,9,10,10,2,2,9,green,green,green,green,green,orange,heart,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
4,26,30,fzrdc,NR-A,R-FB,NA,10,10,9,9,10,4,green,orange,orange,orange,orange,orange,circle,star,quadrat,star,circle,quadrat,Aufkleber,blurred
4,27,30,fzrdf,NR-A,NA,R-FB,10,10,9,9,10,4,orange,brown,blue,green,black,grey,heart,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
4,28,31,fbrcf,NA,BR-AC,BR-AC,9,3,3,2,9,3,blue,blue,brown,brown,blue,brown,triangle,circle,triangle,triangle,circle,circle,Aufkleber,blurred
4,29,31,fbrdc,BR-A,BR-AC,NA,9,10,4,1,9,6,blue,brown,blue,blue,brown,brown,quadrat,quadrat,quadrat,quadrat,quadrat,star,Aufkleber,blurred
4,30,31,fbrdf,BR-A,NA,BR-AC,9,10,4,1,9,6,green,brown,blue,grey,green,black,triangle,circle,triangle,triangle,circle,circle,Aufkleber,blurred
4,31,31,fercf,NA,R-AC,NR-AC,10,1,9,3,1,10,blue,brown,brown,brown,brown,brown,triangle,triangle,triangle,triangle,triangle,circle,Aufkleber,blurred
4,32,31,ferdc,R-A,NR-AC,NA,9,5,1,5,2,3,blue,blue,blue,blue,blue,brown,heart,quadrat,circle,quadrat,diamond,star,Aufkleber,blurred
